"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.942974630E2,-9.301657104E-1,9.707163849E0,-1.151555328E0
4.943175500E2,-9.235794067E-1,9.692344666E0,-1.119521942E0
4.943376380E2,-9.198371887E-1,9.630972290E0,-1.140178986E0
4.943577260E2,-9.306147766E-1,9.692943420E0,-1.108894043E0
4.943778130E2,-1.003812561E0,9.652377777E0,-1.183888092E0
4.943979010E2,-9.818083191E-1,9.608968048E0,-1.203647003E0
4.944179880E2,-9.997709656E-1,9.605375519E0,-1.193168793E0
4.944380760E2,-9.750723267E-1,9.660011902E0,-1.182241516E0
4.944581640E2,-9.494755554E-1,9.662855988E0,-1.191522217E0
4.944782510E2,-8.884025574E-1,9.655221863E0,-1.238075409E0
4.944983390E2,-9.015751648E-1,9.612111511E0,-1.234482880E0
4.945184260E2,-9.036708069E-1,9.581874390E0,-1.248553619E0
4.945385140E2,-9.139993286E-1,9.615404663E0,-1.245709534E0
4.945586020E2,-9.315129089E-1,9.642648010E0,-1.209634552E0
4.945786890E2,-9.560618591E-1,9.663454742E0,-1.197060699E0
4.945987770E2,-9.593550110E-1,9.666747894E0,-1.171613617E0
4.946188650E2,-9.150471497E-1,9.616452484E0,-1.190624084E0
4.946389520E2,-9.042695618E-1,9.648485870E0,-1.213825836E0
4.946590400E2,-9.232800293E-1,9.642498322E0,-1.211580505E0
4.946791270E2,-9.313632202E-1,9.658515015E0,-1.209933929E0
4.946992154E2,-9.060658264E-1,9.624385986E0,-1.199455719E0
4.947193034E2,-8.858578491E-1,9.605974274E0,-1.189576263E0
4.947393904E2,-8.975335693E-1,9.628427582E0,-1.215173035E0
4.947594784E2,-9.008267212E-1,9.631870422E0,-1.222208405E0
4.947795654E2,-9.175918579E-1,9.653425598E0,-1.227297821E0
4.947996534E2,-9.093589783E-1,9.677375793E0,-1.231638794E0
4.948197414E2,-9.289682007E-1,9.694739685E0,-1.175206146E0
4.948398284E2,-9.283694458E-1,9.686057739E0,-1.191372528E0
4.948599164E2,-9.054670715E-1,9.680968323E0,-1.223256226E0
4.948800044E2,-8.884025574E-1,9.621541901E0,-1.249451752E0
4.949000914E2,-8.598120117E-1,9.614506531E0,-1.262025604E0
4.949201794E2,-8.542735291E-1,9.615704041E0,-1.271605682E0
4.949402664E2,-8.357121277E-1,9.667047272E0,-1.304387512E0
4.949603544E2,-8.544232178E-1,9.703271942E0,-1.283580780E0
4.949804424E2,-8.930429077E-1,9.673034821E0,-1.303788757E0
4.950005294E2,-9.355545044E-1,9.620793457E0,-1.277593231E0
4.950206174E2,-9.409432983E-1,9.596094818E0,-1.235381012E0
4.950407054E2,-9.463320923E-1,9.664951630E0,-1.232536926E0
4.950607924E2,-9.336085510E-1,9.659712524E0,-1.298998718E0
4.950808804E2,-9.523196411E-1,9.645192719E0,-1.272204437E0
4.951009674E2,-9.481283569E-1,9.655371552E0,-1.336720276E0
4.951210554E2,-9.690847778E-1,9.677375793E0,-1.260977783E0
4.951411434E2,-9.777667236E-1,9.648036804E0,-1.208886108E0
4.951612304E2,-9.404942322E-1,9.611512756E0,-1.277144165E0
4.951813184E2,-9.343569946E-1,9.633966064E0,-1.253044281E0
4.952014054E2,-9.448352051E-1,9.627379761E0,-1.264869690E0
4.952214934E2,-9.954299927E-1,9.646390228E0,-1.259480896E0
4.952415814E2,-1.018482056E0,9.667047272E0,-1.253643036E0
4.952616684E2,-1.025966492E0,9.631870422E0,-1.168470154E0
4.952817564E2,-1.012344818E0,9.615105286E0,-1.162183228E0
4.953018444E2,-9.861492920E-1,9.649084625E0,-1.187630310E0
4.953219314E2,-9.797126770E-1,9.673483887E0,-1.176104279E0
