"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
6.233816818E0,6.736970972E-3,7.487462368E-3,-4.092797264E-2
6.253818380E0,3.455751808E-3,6.492624991E-3,-3.487167880E-2
6.273818380E0,6.143558770E-3,-1.762782573E-3,-3.314380348E-2
6.293818380E0,4.817108624E-3,-1.026253588E-2,-3.270747140E-2
6.313816818E0,5.637413356E-3,5.864306353E-3,-3.070034087E-2
6.333818380E0,1.605702913E-3,2.131047100E-2,-2.918190509E-2
6.353818380E0,1.336922217E-2,8.866272867E-3,-3.262020275E-2
6.373818380E0,7.051130291E-3,4.433136433E-3,-5.251695588E-2
6.393819943E0,4.380776547E-3,1.745329238E-3,-3.644247353E-2
6.413818380E0,2.391101094E-3,1.274090353E-2,-3.920009360E-2
6.433816818E0,-2.460914198E-3,-5.201081280E-3,-2.799508162E-2
6.453816818E0,1.134464052E-3,-4.817108624E-3,-2.583087236E-2
6.473818380E0,6.178465672E-3,1.954768784E-2,-4.160865024E-2
6.493818380E0,-1.832595677E-3,-4.014257283E-4,-5.380849913E-2
6.513816818E0,-2.094394993E-3,-5.016076192E-2,-4.544837400E-2
6.533819943E0,1.338667516E-2,-1.089085452E-2,-2.132792398E-2
6.553818380E0,5.352924764E-2,2.841396071E-2,-4.796164855E-2
6.573816818E0,2.893755957E-2,-1.425934024E-2,-4.797910154E-2
6.593816818E0,7.347836159E-3,-6.424556673E-2,-9.669124149E-3
6.613818380E0,1.549852360E-2,-2.776818909E-2,-1.274090353E-2
6.633818380E0,1.137954649E-2,-4.974188283E-3,2.890265174E-2
6.653816818E0,1.422443334E-2,6.597344764E-3,1.694714651E-2
6.673818380E0,1.926843449E-2,2.670353744E-3,-1.174606569E-2
6.693818380E0,1.987930015E-2,1.500983164E-2,-3.338814899E-2
6.713818380E0,2.583087236E-2,2.754129469E-2,-4.593706504E-2
6.733816818E0,1.619665511E-2,1.408480667E-2,-2.940879762E-2
6.753818380E0,1.432915311E-2,-8.936085738E-3,-4.625122622E-2
6.773818380E0,6.771877408E-3,3.078760765E-2,-5.375614017E-2
6.793818380E0,1.776745170E-2,5.546656251E-2,-5.782275647E-2
6.813818380E0,7.539822254E-3,4.813618213E-2,-3.918264061E-2
6.833818380E0,-3.438298590E-3,7.442083955E-2,-3.686135262E-2
6.853818380E0,3.298672382E-3,1.138827354E-1,-4.115486518E-2
6.873816818E0,4.712388851E-3,1.078264415E-1,-3.281218931E-2
6.893819943E0,6.754423957E-3,6.169738993E-2,-9.285151958E-3
6.913818380E0,1.600466855E-2,1.670280099E-2,1.640609466E-3
6.933818380E0,5.480333697E-3,1.078613475E-2,-6.981316983E-5
6.953816818E0,-3.420845373E-3,1.096066739E-2,9.424777818E-4
6.973818380E0,-1.905899495E-2,1.530653704E-2,1.073377486E-2
6.993818380E0,-1.675515994E-2,8.534659632E-3,6.283185445E-3
7.013816818E0,-9.721484035E-3,3.630284918E-3,-1.221730490E-4
7.033818380E0,-4.066617228E-3,7.871435024E-3,5.759586347E-4
7.053818380E0,-1.103048120E-2,8.325220086E-3,-6.457717973E-4
7.073818380E0,5.061454722E-4,3.979350906E-3,-2.111848444E-2
7.093816818E0,1.083849464E-2,2.303834632E-2,-1.841322333E-2
7.113818380E0,4.101523664E-3,2.534218132E-2,-1.586504281E-2
7.133818380E0,1.221730490E-3,8.779006079E-3,-2.298598550E-2
7.153816818E0,9.948377265E-4,1.171115879E-2,-2.309070528E-2
7.173816818E0,4.258603323E-3,1.059414819E-2,-1.946042106E-2
7.193818380E0,2.391101094E-3,-7.487462368E-3,-1.898918301E-2
7.213816818E0,2.094395168E-4,-1.422443334E-2,-3.033382259E-2
7.233816818E0,2.548180753E-3,-2.865830623E-2,-3.274237737E-2
