"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.317730936E2,-1.637893982E0,2.421499466E1,6.196963348E0
1.317931806E2,-2.331701202E0,2.604613678E1,3.234922943E0
1.318132660E2,3.797602844E0,2.022878403E1,1.138532410E0
1.318333530E2,2.965932312E0,1.166314636E1,4.781955872E0
1.318534400E2,-8.041278076E-1,1.081994980E1,6.920708313E0
1.318735270E2,-5.686824188E0,9.413923645E0,-6.906637573E-1
1.318936140E2,-3.754043427E0,6.251300354E0,-2.276915131E0
1.319137010E2,-1.834884338E0,5.249583435E0,-3.278182983E0
1.319337870E2,-1.630858612E0,5.591023407E0,-3.524869995E0
1.319538740E2,-2.833757172E0,6.755601654E0,-3.775598602E0
1.319739610E2,-2.329306183E0,9.162296906E0,-4.008514252E0
1.319940480E2,-1.721719666E0,1.073507629E1,-3.404969330E0
1.320141350E2,-1.491797791E0,1.092098969E1,-1.412313080E0
1.320342220E2,-1.707798615E0,1.029080017E1,-2.004331970E-1
1.320543080E2,-8.936416626E-1,9.551487579E0,-5.523513794E-2
1.320743950E2,6.276448059E-1,9.290131073E0,1.575174408E0
1.320944820E2,9.177415466E-1,9.245523834E0,-8.539741516E-1
1.321145690E2,1.215472412E-1,9.280401306E0,-5.074447632E-1
1.321346560E2,-2.089654541E-1,9.067543945E0,1.426683197E0
1.321547430E2,-1.079704742E0,9.153016205E0,3.532653809E-1
1.321748290E2,-8.753796387E-1,9.802515564E0,-6.071374512E-1
