"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.165743375E0,-2.089771986E0,-7.646120787E-1,-1.312460184E0
3.185700375E0,-2.159465551E0,-5.392251015E-1,-1.325769544E0
3.205656375E0,-2.094007730E0,-2.141765803E-1,-1.507641673E0
3.225613375E0,-1.838788152E0,-4.878623486E-1,-1.651124477E0
3.245569375E0,-1.683217883E0,-8.238555193E-1,-1.638600588E0
3.265525750E0,-1.596031189E0,-9.305762649E-1,-1.545918822E0
3.285482750E0,-1.539805651E0,-9.813843369E-1,-1.264896870E0
3.305438750E0,-1.533991456E0,-8.857134581E-1,-8.975950480E-1
3.325395750E0,-1.537577987E0,-9.695925713E-1,-6.300522089E-1
3.345352750E0,-1.615587592E0,-8.366646767E-1,-3.296490610E-1
3.365308750E0,-1.664435983E0,-2.482019812E-1,-2.319407165E-1
3.385265750E0,-1.488555789E0,-1.148210391E-1,-2.638657987E-1
3.405221750E0,-1.356282473E0,-3.143351972E-1,-3.924042284E-1
3.425178750E0,-1.356796145E0,5.009635165E-2,-6.980683208E-1
3.445135750E0,-1.181296229E0,1.406700015E-1,-8.192811608E-1
3.465091750E0,-9.239405990E-1,2.467074096E-1,-3.042023480E-1
3.485048750E0,-6.176147461E-1,5.765934587E-1,5.541849136E-1
3.505005750E0,-2.951999605E-1,-1.118708104E-1,5.555540323E-1
3.524961750E0,-5.234643221E-1,-2.018194944E-1,-3.852464631E-2
3.544918750E0,-9.194685817E-1,-4.100205842E-4,-3.434695601E-1
3.564875750E0,-1.052631736E0,-2.183985412E-1,-1.591464132E-1
3.584831750E0,-8.462570310E-1,-2.977608331E-2,7.832914591E-2
3.604788750E0,-4.916568100E-1,-6.382121146E-2,5.981004983E-2
3.624744750E0,-3.302029073E-1,-1.938048899E-1,-6.732084323E-3
3.644701750E0,-4.855640233E-1,3.434175253E-2,-4.214438200E-1
3.664658750E0,-7.441889048E-1,-3.815446049E-3,-8.036006093E-1
3.684614750E0,-7.065214515E-1,1.391748190E-1,-5.558291674E-1
3.704571750E0,-3.879740834E-1,1.167024970E-1,-1.244207770E-1
3.724528750E0,-1.631654650E-1,1.089448705E-1,-8.548274636E-2
3.744484750E0,-1.167726889E-1,8.571792394E-2,-7.595090270E-1
3.764441750E0,-4.984225631E-1,-6.124547720E-1,-1.045348406E0
3.784397750E0,-8.880385160E-1,-4.129254222E-1,-3.136695623E-1
3.804354750E0,-9.260506630E-1,-2.398504913E-1,2.545487285E-1
3.824311750E0,-7.692375779E-1,-6.565291435E-2,7.573598027E-1
3.844267750E0,-5.057113767E-1,5.936037377E-2,6.061266661E-1
3.864224750E0,-2.054455727E-1,-3.744233400E-2,1.291891336E-1
3.884181750E0,2.889814377E-1,1.796077043E-1,-2.476748526E-1
3.904137750E0,9.706920981E-1,3.362687826E-1,-6.296134591E-1
3.924094750E0,1.527971625E0,1.128361840E-2,-1.077234268E0
3.944050750E0,1.076238990E0,-5.501040220E-1,-3.428739905E-1
3.964007750E0,7.419290487E-3,-8.526127934E-1,6.028880477E-1
3.983964750E0,-6.030813456E-1,-1.095545530E0,8.943331242E-1
4.003920750E0,-4.811890125E-1,-1.015327573E0,5.140415430E-1
4.023877750E0,-3.035742939E-1,-1.082097769E0,-1.226318181E-1
4.043834750E0,-1.844918132E-1,-6.630748510E-1,1.104107127E-3
4.063790750E0,-1.331796348E-1,-2.641593516E-1,7.466613054E-1
4.083747750E0,3.370358348E-1,-1.512104571E-1,1.224233747E0
4.103704750E0,1.054919004E0,2.342225462E-1,1.317150474E0
4.123660750E0,1.407802820E0,3.171618879E-1,1.236222267E0
4.143617750E0,1.476752877E0,4.762332737E-1,1.098932385E0
4.163573750E0,1.382728934E0,7.806538343E-1,8.840652704E-1
4.183530750E0,1.234986067E0,4.234930575E-1,8.982890248E-1
4.203487750E0,9.626041055E-1,3.528494537E-1,7.882423401E-1
4.223443750E0,5.666509271E-1,3.124908805E-1,8.888158202E-1
4.243400750E0,1.411792189E-1,4.931398034E-1,1.022234559E0
4.263358625E0,-1.471078116E-2,7.411391735E-1,9.396419525E-1
4.283314625E0,-2.903400064E-1,9.717606306E-1,1.294027090E0
4.303271625E0,-7.321479917E-1,-9.438473731E-2,1.328190327E0
4.323227625E0,-6.035852432E-1,-4.101050496E-1,1.033243537E0
4.343184625E0,-2.615027428E-1,-6.806068867E-2,7.137821913E-1
4.363141625E0,-1.148983687E-1,2.547125816E-1,5.215733647E-1
4.383097625E0,-1.592048407E-1,1.901682168E-1,9.196568727E-1
4.403054625E0,-1.807457805E-1,-2.236626893E-1,1.272028923E0
4.423011625E0,-1.470387280E-1,-4.578042030E-1,1.384091258E0
4.442967625E0,-2.611951530E-1,-6.326780319E-1,1.846391678E0
4.462924625E0,-4.179602563E-1,-8.181285858E-1,2.128532410E0
4.482881625E0,-3.181156814E-1,-8.758093119E-1,1.946012139E0
4.502837625E0,1.260319501E-1,-7.652690411E-1,1.591133475E0
4.522794625E0,2.321471572E-1,-7.822909951E-1,1.449640155E0
4.542750625E0,2.053528726E-1,-7.014325857E-1,1.512615561E0
4.562707625E0,5.165920258E-1,-1.205680892E-2,1.865572691E0
4.582664625E0,4.073893130E-1,-5.478778481E-1,1.223703504E0
4.602620625E0,-1.080993339E-1,-3.361099064E-1,5.577241182E-1
4.622577625E0,1.303337514E-1,7.103622705E-2,4.224103093E-1
4.642534625E0,1.703826785E-1,2.335158587E-1,2.153543532E-1
4.662490625E0,6.358775496E-2,5.084571615E-2,1.212603524E-1
4.682447625E0,2.488897145E-1,-4.384888336E-2,6.386552751E-2
4.702404625E0,2.414959818E-1,-1.186434999E-1,2.405968159E-1
4.722360625E0,2.126397192E-2,-1.357773244E-1,8.419587612E-1
4.742317625E0,-2.742901742E-1,-6.246082857E-2,1.340648532E0
4.762273625E0,-6.277523041E-1,-6.819705963E-1,1.243406773E0
4.782230625E0,-5.460467935E-1,-8.109071255E-1,1.265290976E0
4.802187625E0,-4.403627217E-1,-7.593273520E-1,1.114248514E0
4.822143625E0,-4.318366647E-1,-6.782547235E-1,3.880036473E-1
4.842100625E0,-1.048092172E-1,-5.713544041E-2,3.349218145E-2
4.862057625E0,1.479692310E-1,-1.978907920E-2,9.757189453E-2
4.882013625E0,1.071654074E-2,-1.402586848E-1,8.505898714E-1
4.901970625E0,-3.170107007E-1,-4.493820369E-1,1.068461061E0
4.921927625E0,-4.287537336E-1,-9.617611766E-1,1.463182688E0
4.941883625E0,-7.368623018E-1,-8.707511425E-1,1.418513536E0
4.961840625E0,-9.288394451E-1,-9.955649376E-1,1.884912729E0
4.981797625E0,-1.421588540E0,-7.155451775E-1,2.802742004E0
5.001753625E0,-3.550057709E-1,-1.816056609E0,2.693636656E0
5.021710625E0,-8.006499708E-2,-1.969449878E0,1.757102013E0
5.041666625E0,-5.762086511E-1,-1.236295938E0,4.715128243E-1
5.061623625E0,-1.622291058E-1,4.081334472E-1,-2.311985940E-1
5.081580625E0,7.963040471E-1,8.413352370E-1,-2.604812011E-2
5.101536625E0,9.027482271E-1,-1.816165633E-2,6.967156529E-1
5.121493625E0,4.390468895E-1,-6.499814242E-2,1.045914412E0
5.141450625E0,1.919170171E-1,1.976563036E-1,6.491839290E-1
5.161406625E0,2.182926685E-1,7.859025598E-1,9.403219819E-2
5.181363625E0,4.304923117E-1,9.009015560E-1,-3.357409239E-1
5.201320625E0,5.126446486E-1,6.213162541E-1,-4.455740154E-1
5.221276625E0,4.841118157E-1,3.258157074E-1,-1.806541979E-1
5.241233625E0,5.226339102E-1,-7.725105435E-2,2.837525308E-1
5.261190041E0,5.720294714E-1,1.232028008E-1,1.108244658E-1
5.281146042E0,5.997228622E-1,1.643660069E-1,-2.081057876E-1
5.301103042E0,6.398511529E-1,1.748599112E-1,-1.039502397E-1
5.321060041E0,5.743269920E-1,5.989272147E-2,-8.662399650E-2
5.341017041E0,5.165792108E-1,1.717619598E-1,-1.410402954E-1
5.360973042E0,5.354493856E-1,2.698407471E-1,-1.015338376E-1
5.380930041E0,5.943328738E-1,1.015785784E-1,1.832486540E-1
5.400887041E0,5.000588298E-1,-1.683149338E-1,-9.868632257E-2
5.420843042E0,4.007263780E-1,-4.288328290E-1,-4.620764852E-1
5.440800041E0,2.898531556E-1,-3.166043162E-1,-2.753383219E-1
5.460757041E0,5.530788898E-1,2.776595950E-1,7.880381495E-2
5.480713041E0,7.053236365E-1,7.238819599E-1,5.318763256E-1
5.500670041E0,5.467738509E-1,1.449435115E0,9.618969560E-1
5.520627041E0,6.712492108E-1,3.352807283E0,1.255489826E0
5.540583041E0,9.676659703E-1,4.599936008E0,1.252634406E0
5.560540041E0,9.818393588E-1,4.208649635E0,2.623977661E0
5.580497041E0,-1.448505998E0,-1.610046029E0,7.545363903E0
5.600453041E0,-2.219110727E0,-2.791587353E0,2.923948467E-1
5.620410041E0,-1.509589076E0,-6.716827154E-1,-1.553861737E0
5.640367041E0,-1.051483870E0,8.019976616E-1,-5.514900088E-1
5.660323041E0,-1.036025524E0,1.358330846E0,5.155593753E-1
5.680280041E0,-6.013153791E-1,1.155577898E0,4.908743203E-1
5.700237041E0,1.650763303E-1,6.627311110E-1,-2.987715602E-1
5.720193041E0,-2.626193501E-2,-4.715558290E-1,-8.821225166E-2
5.740150041E0,-7.277749479E-2,-4.921998680E-1,-1.601758003E-1
5.760107041E0,4.803951085E-1,-3.837286830E-1,-2.549779415E-2
5.780063041E0,8.635425568E-1,-3.662430346E-1,1.225896552E-1
5.800020041E0,7.869108915E-1,-4.591937065E-1,5.149581283E-2
5.819977041E0,4.371331632E-1,-6.632975936E-1,-5.466041155E-3
5.839933041E0,1.162305102E-1,-6.397837400E-1,-1.263500378E-2
5.859890041E0,-6.252063066E-2,-2.216130197E-1,-7.705618441E-2
5.879847041E0,-1.652459204E-1,2.839422226E-1,-6.275814027E-2
5.899803041E0,-1.924343854E-1,6.241719127E-1,-4.945297912E-2
5.919760041E0,-1.145110875E-1,6.880113482E-1,-5.140481144E-2
5.939717041E0,4.637096822E-2,3.754740655E-1,-3.521346301E-2
5.959673041E0,2.013685852E-1,-1.570480317E-1,-2.103244327E-2
5.979630041E0,2.751160264E-1,-5.436776876E-1,-2.370976843E-2
5.999587041E0,2.902448773E-1,-6.530600786E-1,-1.010216679E-2
6.019543041E0,2.930337489E-1,-5.629832149E-1,-6.005405448E-4
6.039500041E0,2.688972652E-1,-4.507089257E-1,2.546185441E-2
6.059457041E0,2.060195208E-1,-3.926453590E-1,6.976354122E-2
6.079413041E0,1.271969080E-1,-2.643689513E-1,4.711705819E-2
6.099370041E0,9.738195688E-2,-3.295358736E-3,1.127025411E-1
6.119327041E0,1.419789940E-1,4.096663594E-1,1.425438374E-1
6.139283041E0,3.308453262E-1,5.282323956E-1,6.353375316E-2
6.159240041E0,7.719529867E-1,6.134023145E-2,-1.486403942E-1
6.179197041E0,1.128357172E0,-1.428746819E0,-5.457296968E-1
