"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.845834458E0,-3.649111633E0,9.455836487E-1,1.269869293E1
2.865997458E0,-3.031795349E0,1.187181244E0,1.235695358E1
2.886160458E0,-2.657872925E0,1.505269775E0,1.277533356E1
2.906323458E0,-2.090702362E0,1.559457092E0,1.447265396E1
2.926487458E0,-1.568588104E0,1.634301453E0,1.572045914E1
2.946650458E0,-1.331181793E0,2.189796295E0,1.508592865E1
2.966813458E0,-1.781146088E0,2.876119080E0,1.412612457E1
2.986976458E0,-1.593735809E0,3.501817932E0,1.393931305E1
3.007139458E0,-5.200186157E-1,3.440146179E0,1.495794479E1
3.027303458E0,2.001338196E-1,3.281027069E0,1.504251892E1
3.047466458E0,-5.508544922E-2,2.834056549E0,1.499416946E1
3.067629458E0,-7.131170654E-1,2.095642090E0,1.541584259E1
3.087792458E0,-9.289682007E-1,1.278491364E0,1.577359863E1
3.107955458E0,-1.061891785E0,3.171903992E-1,1.523861115E1
3.128118458E0,-1.361119537E0,-3.306623840E-1,1.380743729E1
3.148282458E0,-1.432670746E0,-1.033450928E0,1.291080185E1
3.168445458E0,-1.879042511E0,-1.681154022E0,1.128039230E1
3.188608458E0,-2.681673431E0,-1.949096832E0,9.181157684E0
3.208771458E0,-3.167563019E0,-1.977238312E0,6.856042786E0
3.228934458E0,-2.819387054E0,-1.932032318E0,5.009482727E0
3.249097458E0,-2.361489258E0,-1.780247955E0,3.206931152E0
3.269261458E0,-1.792672119E0,-1.704954529E0,2.691852264E0
3.289424458E0,-1.238823853E0,-1.801204376E0,2.835703125E0
3.309587458E0,-7.632627869E-1,-1.644629974E0,3.072061615E0
3.329750458E0,-3.650907898E-1,-9.991722107E-1,2.281555481E0
3.349913458E0,3.504212952E-1,4.170327759E-1,9.346563721E-1
3.370077458E0,1.060843964E0,2.384691010E0,-4.110452271E-1
3.390240458E0,3.143463135E-3,1.985620880E0,-5.718109131E-2
3.410403458E0,-1.208287354E0,1.152004395E0,4.523593140E0
3.430566458E0,-1.510059814E0,-3.844006348E-1,8.887169037E0
3.450729458E0,-6.155200195E-1,3.064128113E-1,7.404951324E0
3.470892458E0,-1.172511749E0,1.222058716E0,4.946912842E0
3.491056458E0,-2.987188110E0,9.395960999E-1,7.410040741E0
3.511219458E0,-3.194806366E0,9.520202637E-2,1.069690567E1
3.531382458E0,-2.542313232E0,-3.338058472E-1,1.183334244E1
3.551545458E0,-2.118694153E0,-2.158511353E-1,1.240964401E1
3.571708458E0,-1.680255890E0,1.264869690E-1,1.370145767E1
3.591872458E0,-4.733157349E-1,6.444099426E-1,1.544188843E1
3.612035458E0,5.656736755E-1,1.630409546E0,1.496752487E1
3.632198458E0,8.418493652E-1,2.314037933E0,1.377450577E1
3.652361458E0,1.100511475E0,2.262245636E0,1.454375610E1
3.672524458E0,1.590143280E0,1.935026093E0,1.541943512E1
3.692687458E0,1.400487671E0,1.815873871E0,1.447924026E1
3.712851458E0,4.842430115E-1,2.156864777E0,1.164548309E1
3.733014333E0,3.094065857E-1,2.088307343E0,1.075752960E1
3.753177333E0,1.097817078E0,1.693727875E0,1.124940674E1
3.773340333E0,1.498533783E0,1.795516205E0,1.091275681E1
3.793503333E0,6.442602539E-1,1.803000641E0,1.067265610E1
3.813667333E0,-5.769003296E-1,1.703457642E0,1.241922409E1
3.833830333E0,-7.189549255E-1,2.420915680E0,1.341405533E1
3.853993333E0,-3.905378723E-1,2.780917053E0,1.670406372E1
3.874156333E0,-7.569758606E-1,1.824406128E0,2.032263885E1
3.894319333E0,-1.838476868E0,6.512956238E-1,2.041290115E1
3.914483333E0,-3.047362976E0,-1.272952881E0,2.123529099E1
3.934646333E0,-3.846251678E0,-4.059258728E0,2.331297043E1
3.954809333E0,-3.841611328E0,-4.052672424E0,1.845961304E1
3.974972333E0,-3.480262756E0,-2.843936005E0,1.244826370E1
3.995135333E0,-2.788102112E0,-1.722318420E0,9.210047607E0
4.015298333E0,-2.937042389E0,-1.177451477E0,6.816524963E0
4.035462333E0,-3.727249146E0,-6.695576477E-1,3.990850983E0
4.055625333E0,-3.797752533E0,-1.752854919E-1,1.612746277E0
4.075788333E0,-3.308420105E0,1.489402771E-1,-2.935395813E-1
4.095951333E0,-2.603236542E0,5.429209900E-1,-1.382674713E0
4.116114333E0,-1.811233521E0,7.397616577E-1,-1.449136505E0
4.136278333E0,-1.321901093E0,6.173162842E-1,-4.022135925E-1
4.156441333E0,-7.744894409E-1,4.158352661E-1,2.230361938E-2
4.176604333E0,-2.586621094E-1,2.525248718E-1,-1.838177490E-1
4.196767333E0,-5.792953491E-2,4.186793518E-1,-4.457730103E-1
4.216930333E0,-9.550140381E-2,4.273612976E-1,5.957611084E-2
4.237094333E0,-2.642005920E-1,6.197113037E-2,2.103874969E0
4.257257333E0,-4.704716492E-1,-3.233276367E-1,4.354744263E0
4.277420333E0,-6.996450806E-1,-5.917195129E-1,6.444398804E0
4.297583333E0,-9.181906128E-1,-1.945953369E-1,6.646777954E0
4.317746333E0,-1.813628540E0,3.228785706E-1,7.703280945E0
4.337910333E0,-2.501298523E0,4.987628174E-1,1.116079102E1
4.358073333E0,-1.772913208E0,5.568420410E-2,1.575458817E1
4.378236333E0,-1.633253632E0,-1.217568054E0,1.984303619E1
4.398399333E0,-3.963757324E0,-2.414928131E0,2.259506332E1
4.418562333E0,-6.984775085E0,-2.644251251E0,2.110371460E1
4.438726333E0,-6.613696747E0,-1.841171265E0,2.017235138E1
4.458889333E0,-3.619622955E0,-5.351371765E-1,1.890553574E1
4.479052333E0,-1.800156555E0,1.386117554E-1,1.754202118E1
4.499215333E0,-8.399034119E-1,8.418493652E-1,1.612940872E1
4.519378333E0,1.233435059E-1,1.694326630E0,1.549936890E1
4.539542333E0,8.135581970E-1,2.255060577E0,1.380414413E1
4.559705333E0,1.328337708E0,3.081192627E0,1.277323792E1
4.579868333E0,1.724264374E0,3.440894623E0,1.308848236E1
4.600031333E0,1.105002136E0,3.560046844E0,1.235336105E1
4.620194333E0,-8.081694031E-1,2.975063324E0,1.350297043E1
4.640358333E0,-3.130140839E0,1.550176392E0,1.616668121E1
4.660521333E0,-3.795207825E0,2.136058044E-1,1.659524002E1
4.680684333E0,-3.395688629E0,-1.018332367E0,1.555146057E1
4.700847333E0,-3.184627533E0,-2.520758057E0,1.524968811E1
4.721011000E0,-2.703677673E0,-3.504212952E0,1.399664383E1
4.741175000E0,-2.688708801E0,-3.932771759E0,1.056098831E1
4.761338000E0,-2.694546661E0,-3.956272888E0,6.934779053E0
4.781501000E0,-2.609523468E0,-3.737727356E0,4.666695557E0
4.801664000E0,-1.815125427E0,-3.410657501E0,2.264341278E0
4.821828000E0,-1.201551361E0,-3.227139130E0,1.732946320E0
4.841991000E0,-4.992118835E-1,-2.731669464E0,3.678899689E0
4.862154000E0,-2.065704346E-1,-1.728455658E0,2.751578064E0
4.882317000E0,-3.761677551E-1,1.493893433E-1,-5.933660889E-1
4.902480000E0,-4.915777588E-1,2.417622528E0,-3.123255157E0
4.922644000E0,-6.107299805E-1,3.428769836E0,-3.936364288E0
4.942807000E0,-8.113128662E-1,2.773133240E0,-1.110690308E0
4.962970000E0,-1.391506348E0,5.590873718E-1,4.797523499E0
4.983133000E0,-8.674461365E-1,-4.739144897E-1,9.995763702E0
5.003296000E0,-9.336085510E-1,-2.832110596E-1,1.116887421E1
5.023460000E0,-2.881208496E0,4.343966675E-1,1.017464172E1
5.043623000E0,-4.775369568E0,9.963281250E-1,9.452243958E0
5.063786000E0,-5.115162964E0,5.031037903E-1,1.074809921E1
5.083949000E0,-4.688999176E0,9.445358276E-2,1.203033279E1
5.104112000E0,-4.689448242E0,2.104623413E-1,1.225037521E1
5.124276000E0,-4.363276520E0,4.435276794E-1,1.284673508E1
5.144439000E0,-3.294349365E0,1.007105713E0,1.254047195E1
5.164602000E0,-2.775528259E0,1.424138489E0,1.246413071E1
5.184765000E0,-2.478545837E0,1.397942963E0,1.350476669E1
5.204929000E0,-1.021326141E0,2.574047241E0,1.229138992E1
5.225092000E0,1.287322998E-1,2.940335541E0,1.194126801E1
5.245255000E0,1.703607330E0,3.932472382E0,9.757309570E0
5.265418000E0,2.114053802E0,3.390299835E0,1.245215561E1
5.285581000E0,2.476001129E0,3.307821350E0,1.220307358E1
5.305745000E0,1.298399963E0,2.678380280E0,1.290556274E1
5.325908000E0,3.209326172E-1,1.742077332E0,1.505823624E1
5.346071000E0,-1.972897339E-1,7.500901794E-1,1.612821121E1
5.366234000E0,-4.209246826E-1,-2.273771667E-1,1.752271133E1
5.386397000E0,-5.668711853E-1,-4.965174866E-1,1.867666168E1
5.406561000E0,-6.078858948E-1,-1.412462769E0,2.142509628E1
5.426724000E0,-7.686515808E-1,-3.081342316E0,2.236753647E1
5.446887000E0,-1.532213745E0,-4.072281647E0,2.141237274E1
5.467050000E0,-2.675985260E0,-4.835843811E0,2.009271698E1
5.487214000E0,-3.015778656E0,-4.914879456E0,1.810589859E1
