"Time (s)","X (µT)","Y (µT)","Z (µT)"
4.284076250E0,-8.237304688E0,-2.029906464E1,-3.961514282E1
4.304163250E0,-7.581359863E0,-2.127619934E1,-3.935018921E1
4.324250250E0,-7.100280762E0,-2.203221130E1,-3.900564575E1
4.344337250E0,-6.220733643E0,-2.259178925E1,-3.886930847E1
4.364424250E0,-5.230895996E0,-2.287831879E1,-3.895150757E1
4.384511250E0,-4.032440186E0,-2.307892609E1,-3.887831116E1
4.404598250E0,-2.846649170E0,-2.316695404E1,-3.872431946E1
4.424685250E0,-2.278076172E0,-2.342814636E1,-3.846673584E1
4.444772250E0,-1.931182861E0,-2.349087524E1,-3.833193970E1
4.464859250E0,-1.809539795E0,-2.348004150E1,-3.853088379E1
4.484946250E0,-2.051727295E0,-2.321363831E1,-3.867288208E1
4.505034250E0,-2.406341553E0,-2.338615417E1,-3.853187561E1
4.525121250E0,-2.946594238E0,-2.360626221E1,-3.850007629E1
4.545208250E0,-3.438629150E0,-2.385258484E1,-3.836236572E1
4.565295250E0,-3.887054443E0,-2.416612244E1,-3.810803223E1
4.585382250E0,-4.337860107E0,-2.421189880E1,-3.798864746E1
4.605469250E0,-4.786926270E0,-2.428515625E1,-3.784602356E1
4.625556250E0,-5.161163330E0,-2.442407227E1,-3.734156799E1
4.645643250E0,-5.994750977E0,-2.450798035E1,-3.721897888E1
4.665730250E0,-6.359191895E0,-2.491839600E1,-3.702468872E1
4.685817250E0,-6.514099121E0,-2.487405396E1,-3.695034790E1
4.705904250E0,-6.841094971E0,-2.501779175E1,-3.706214905E1
4.725991250E0,-7.419464111E0,-2.526963806E1,-3.673498535E1
4.746078250E0,-7.926513672E0,-2.555203247E1,-3.592291260E1
4.766165250E0,-8.017181396E0,-2.591342163E1,-3.580258179E1
4.786252417E0,-8.285888672E0,-2.605841064E1,-3.564530945E1
4.806339417E0,-7.668914795E0,-2.595552063E1,-3.604965210E1
4.826426417E0,-7.512542725E0,-2.559654236E1,-3.654145813E1
4.846513417E0,-7.672271729E0,-2.516571045E1,-3.714639282E1
4.866600417E0,-8.132995605E0,-2.454519653E1,-3.789367676E1
