"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.688795333E0,2.052165222E1,2.664492798E1,2.997373962E1
3.708753333E0,2.005979919E1,2.697210693E1,3.000086975E1
3.728710333E0,2.045947266E1,2.732568359E1,2.942184448E1
3.748668334E0,2.205895996E1,2.808877563E1,2.725099182E1
3.768626334E0,2.329241943E1,2.951123047E1,2.441348267E1
3.788583334E0,2.357051086E1,3.104351807E1,2.247120667E1
3.808541333E0,2.247015381E1,3.267779541E1,2.105381775E1
3.828498334E0,2.062242126E1,3.404974365E1,2.061141968E1
3.848456333E0,1.868713379E1,3.541680908E1,2.037831116E1
3.868414334E0,1.772032166E1,3.627908325E1,1.933802795E1
3.888371333E0,1.775698853E1,3.683828735E1,1.847998047E1
3.908329334E0,1.819625854E1,3.693814087E1,1.811546326E1
3.928287333E0,1.790733337E1,3.712365723E1,1.765454102E1
3.948244333E0,1.691957092E1,3.739382935E1,1.800646973E1
3.968202333E0,1.617114258E1,3.743142700E1,1.849734497E1
3.988160334E0,1.597413635E1,3.727108765E1,1.920791626E1
4.008117334E0,1.606405640E1,3.685433960E1,2.024085999E1
4.028075334E0,1.615362549E1,3.629653931E1,2.109243774E1
4.048033333E0,1.623277283E1,3.592691040E1,2.196179199E1
4.067990333E0,1.644120789E1,3.531777954E1,2.295516968E1
4.087948333E0,1.705963135E1,3.443530273E1,2.369978333E1
4.107905333E0,1.735078430E1,3.372946167E1,2.383253479E1
4.127863334E0,1.841662598E1,3.262881470E1,2.454684448E1
4.147821334E0,1.961860657E1,3.167059326E1,2.514828491E1
4.167778334E0,2.049200439E1,3.061929321E1,2.536517334E1
4.187736333E0,2.132176208E1,2.960861206E1,2.579983521E1
4.207694334E0,2.208486938E1,2.863250732E1,2.625201416E1
4.227651333E0,2.283715820E1,2.760104370E1,2.680789185E1
4.247609334E0,2.318264771E1,2.704092407E1,2.696911621E1
4.267567333E0,2.324845886E1,2.655096436E1,2.741200256E1
4.287524334E0,2.291850281E1,2.614483643E1,2.772793579E1
4.307482333E0,2.274232483E1,2.598385620E1,2.847790527E1
4.327440334E0,2.264808655E1,2.547973633E1,2.855288696E1
4.347397333E0,2.325193787E1,2.509158325E1,2.854902649E1
4.367355334E0,2.372671509E1,2.466705322E1,2.852050781E1
4.387313333E0,2.395788574E1,2.425363159E1,2.850376892E1
4.407270333E0,2.388290405E1,2.392645264E1,2.855998230E1
4.427228333E0,2.373870850E1,2.377362061E1,2.885014343E1
4.447186667E0,2.318412781E1,2.380551147E1,2.951885986E1
4.467143667E0,2.289590454E1,2.368142700E1,2.995356750E1
4.487101667E0,2.292007446E1,2.356213379E1,2.988430786E1
4.507058667E0,2.226231384E1,2.345846558E1,3.044985962E1
4.527016667E0,2.101304626E1,2.372164917E1,3.087670898E1
4.546974667E0,1.953297424E1,2.463226318E1,3.106671143E1
4.566931667E0,1.799349976E1,2.566201782E1,3.109072876E1
4.586889667E0,1.774725342E1,2.656140137E1,3.044572449E1
4.606847667E0,1.906513977E1,2.614437866E1,3.007768250E1
4.626804667E0,2.024353027E1,2.522927856E1,2.992936707E1
4.646762667E0,2.090588379E1,2.433734131E1,3.033009338E1
4.666720667E0,2.090151978E1,2.375665283E1,3.091816711E1
4.686677667E0,2.019033813E1,2.230313110E1,3.259225464E1
4.706635667E0,1.917814636E1,2.117477417E1,3.371478271E1
4.726593667E0,1.856047058E1,2.175836182E1,3.417152405E1
4.746550667E0,1.799667358E1,2.263775635E1,3.384538269E1
4.766508667E0,1.772451782E1,2.341235352E1,3.316308594E1
4.786466667E0,1.810078430E1,2.394412231E1,3.258537292E1
4.806423667E0,1.890869141E1,2.424145508E1,3.185087585E1
4.826381667E0,1.960250854E1,2.459060669E1,3.098722839E1
4.846339667E0,2.022314453E1,2.537979126E1,3.043214417E1
4.866296667E0,2.084872437E1,2.573776245E1,2.964920044E1
4.886254667E0,2.174969482E1,2.598037720E1,2.852909851E1
4.906212667E0,2.389337158E1,2.592068481E1,2.658831787E1
4.926169667E0,2.563235474E1,2.611975098E1,2.487174988E1
4.946127667E0,2.686654663E1,2.649365234E1,2.303002930E1
4.966085667E0,2.739672852E1,2.755691528E1,2.102085876E1
4.986042667E0,2.736634827E1,2.899090576E1,1.881636047E1
5.006000667E0,2.652821350E1,3.069869995E1,1.708988953E1
5.025958667E0,2.507258606E1,3.239987183E1,1.641174316E1
5.045915667E0,2.327819824E1,3.394982910E1,1.657194519E1
5.065873667E0,2.175721741E1,3.492092896E1,1.583479309E1
5.085831667E0,2.153762817E1,3.576013184E1,1.481935120E1
5.105789667E0,2.155433655E1,3.592651367E1,1.384396362E1
5.125746667E0,2.124440002E1,3.611782837E1,1.350370789E1
5.145704667E0,2.033953857E1,3.627438354E1,1.394984436E1
5.165661667E0,1.945127869E1,3.619338989E1,1.500477600E1
5.185619667E0,1.878660583E1,3.580999756E1,1.648213196E1
5.205577667E0,1.848324585E1,3.522052002E1,1.815356445E1
5.225535667E0,1.824505615E1,3.480883789E1,1.886994934E1
5.245492667E0,1.806784058E1,3.402804565E1,2.019302368E1
5.265450667E0,1.793630981E1,3.300265503E1,2.136112976E1
5.285408667E0,1.807594299E1,3.194561768E1,2.237161255E1
5.305365667E0,1.832057190E1,3.091641235E1,2.364414978E1
5.325323667E0,1.825164795E1,2.962091064E1,2.487319946E1
5.345281667E0,1.765214539E1,2.819061279E1,2.641288757E1
5.365238667E0,1.704902649E1,2.708200073E1,2.791494751E1
5.385196667E0,1.688081360E1,2.597747803E1,2.901405334E1
5.405154667E0,1.704182434E1,2.516659546E1,2.944561768E1
5.425111667E0,1.809397888E1,2.427056885E1,2.934773254E1
5.445069334E0,1.984053040E1,2.335131836E1,2.877912903E1
5.465027334E0,2.117524719E1,2.284558105E1,2.822966003E1
5.484984334E0,2.170410156E1,2.261480713E1,2.765115356E1
5.504942333E0,2.190657043E1,2.251394653E1,2.746611023E1
5.524900333E0,2.159768677E1,2.214041138E1,2.798352051E1
5.544857333E0,2.086267090E1,2.163107300E1,2.928221130E1
5.564815334E0,1.992146301E1,2.114105225E1,2.975190735E1
5.584773333E0,1.912017822E1,2.093542480E1,3.069767761E1
5.604731333E0,1.819136047E1,2.098648071E1,3.119570923E1
5.624688333E0,1.723603821E1,2.084872437E1,3.150100708E1
5.644646334E0,1.620629883E1,2.118539429E1,3.151325989E1
5.664604334E0,1.571133423E1,2.145434570E1,3.125845337E1
5.684561334E0,1.595118713E1,2.188983154E1,3.056195068E1
5.704519333E0,1.721749878E1,2.199176025E1,2.987959290E1
5.724477333E0,1.872827148E1,2.127938843E1,2.924330139E1
5.744434333E0,2.038346863E1,2.073950195E1,2.910281372E1
5.764392334E0,2.071018982E1,2.055639648E1,2.867320251E1
5.784350333E0,2.069325256E1,2.072930908E1,2.861137390E1
5.804307334E0,2.003512573E1,2.093566895E1,2.908911133E1
5.824265333E0,1.875588989E1,2.128918457E1,2.974787903E1
5.844223334E0,1.733303833E1,2.156204224E1,3.004325867E1
5.864180333E0,1.618528748E1,2.199633789E1,3.076173401E1
5.884138334E0,1.552536011E1,2.223098755E1,3.070437622E1
5.904096333E0,1.532931519E1,2.229397583E1,3.089865112E1
5.924054333E0,1.556324768E1,2.198739624E1,3.131823730E1
5.944011333E0,1.583703613E1,2.092910767E1,3.135162354E1
5.963969334E0,1.631570435E1,1.984954834E1,3.173841858E1
5.983927333E0,1.755792236E1,1.955929565E1,3.105867004E1
6.003884334E0,1.888874817E1,2.060543823E1,2.931584167E1
6.023842333E0,1.976354980E1,2.153814697E1,2.794415283E1
6.043800334E0,1.983546448E1,2.202169800E1,2.706861877E1
6.063757333E0,1.986564636E1,2.223181152E1,2.657553101E1
6.083715334E0,1.952879333E1,2.242221069E1,2.672572327E1
6.103673333E0,1.920184326E1,2.242947388E1,2.694482422E1
6.123631333E0,1.909625244E1,2.201455688E1,2.701649475E1
6.143588333E0,2.095915222E1,2.132522583E1,2.579682922E1
6.163546334E0,2.364659119E1,2.146496582E1,2.315336609E1
6.183504334E0,2.582135010E1,2.236618042E1,1.966418457E1
