"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.824055458E0,3.737813830E-1,-2.145777643E-1,-9.866697788E-1
3.844144458E0,3.545904458E-1,-1.417535543E-1,-1.061790109E0
3.864233458E0,1.488936543E-1,-3.118093312E-1,-6.099079251E-1
3.884322458E0,1.829265058E-1,-1.151008964E0,-2.445642501E-1
3.904410458E0,2.767515481E-1,-1.565217972E0,-1.997605562E-1
3.924499458E0,5.554056168E-1,-7.396374345E-1,-8.528246880E-1
3.944588458E0,2.337554544E-1,-1.813584268E-1,-1.365924239E0
3.964677458E0,-2.496323735E-1,-1.516998708E-1,-1.149185777E0
3.984765458E0,-2.236760594E-2,-5.463985205E-1,-1.205612540E0
4.004854458E0,3.382231891E-1,-8.995440602E-1,-1.589563370E0
4.024943458E0,3.208800852E-1,-3.041522503E-1,-1.865153551E0
4.045032458E0,2.959215939E-1,1.093749285E0,-1.017433286E0
4.065120458E0,3.744182885E-1,7.976174355E-1,-5.473555326E-1
4.085209458E0,3.071657419E-1,-1.011986062E-1,-2.642060816E-1
4.105298458E0,5.872955322E-1,-5.955041647E-1,-1.884032041E-1
4.125387458E0,6.934553385E-1,-6.246011257E-1,-9.663566016E-3
4.145475458E0,6.351292729E-1,-5.000554323E-1,1.616674662E-1
4.165564458E0,5.606439710E-1,-4.037759006E-1,5.492154136E-2
4.185653458E0,5.892663598E-1,2.726435661E-2,-1.377615780E-1
4.205742458E0,4.507894218E-1,2.979640663E-1,-4.871774465E-2
4.225830458E0,1.332150847E-1,9.896928817E-2,-4.214319587E-2
4.245919458E0,-5.021101236E-1,-2.671721876E-1,5.047966540E-2
4.266008458E0,-5.006033182E-1,-3.093218058E-2,-1.041154712E-1
4.286097458E0,-3.496834636E-1,5.560538173E-1,-3.447574377E-1
4.306185458E0,-2.303857654E-1,9.095624089E-1,-6.939076185E-1
4.326274458E0,-1.033290699E-1,9.543977380E-1,-6.877387166E-1
4.346363458E0,-2.203708440E-1,5.145408511E-1,-3.798442483E-1
4.366452458E0,8.287259936E-2,4.490484297E-1,-2.500031590E-1
4.386540458E0,2.568654120E-1,2.394874990E-1,-1.580250412E-1
4.406629458E0,-3.658783734E-1,-5.420444012E-1,1.339820474E-1
4.426718458E0,-2.676072717E-1,-2.496545553E0,6.152762771E-1
4.446807458E0,-7.504088879E-1,-2.780351937E-1,1.540500373E-1
4.466895458E0,6.371898055E-1,1.860085726E0,-9.241709113E-1
4.486984458E0,1.036232233E0,1.312217474E0,-7.661873698E-1
4.507073458E0,6.263147593E-1,-4.838797152E-1,-3.554179966E-1
4.527162458E0,2.122883350E-1,-1.191751480E0,-1.199692860E-1
4.547251458E0,-2.421935797E-1,-4.591950178E-1,-2.832892239E-1
4.567339458E0,-4.961930215E-1,-4.172551632E-2,-3.034285009E-1
4.587428458E0,-3.863867521E-1,1.319639385E-1,-2.977006137E-1
4.607517458E0,1.339436881E-2,2.120355815E-1,-3.600587845E-1
4.627606458E0,6.866363287E-1,4.075418115E-1,-2.968082130E-1
4.647694458E0,8.865287900E-1,6.592354178E-1,-9.691024572E-2
4.667783458E0,6.631605029E-1,6.946668029E-1,-5.131530762E-2
4.687872458E0,1.756183505E-1,1.783435941E-1,-6.896065921E-2
4.707961458E0,8.451822400E-2,2.314978093E-1,7.485882938E-2
4.728050458E0,3.839656115E-1,3.985021710E-1,2.249919176E-1
4.748138458E0,4.192674160E-1,3.201085627E-1,9.151716530E-2
4.768227458E0,5.143176764E-2,5.086865276E-4,-4.818211868E-2
4.788316458E0,-2.180045284E-2,2.745543234E-2,-1.748652011E-2
4.808405458E0,3.627557307E-2,1.498897932E-2,-4.191834480E-2
4.828494083E0,-3.524570959E-3,-7.824801654E-2,-1.188720763E-2
4.848583083E0,8.519923314E-3,-6.668945402E-2,-1.585185900E-2
4.868672083E0,3.799378127E-2,8.032992482E-3,-1.942442264E-3
4.888761083E0,4.078295454E-2,5.173555762E-2,1.407220773E-2
4.908850083E0,2.519385144E-2,4.899574444E-2,1.627654955E-2
4.928938083E0,3.889489174E-2,4.118053988E-2,1.875433512E-2
4.949027083E0,5.792639405E-2,1.374262758E-2,2.752650343E-2
4.969116083E0,5.694119260E-2,4.609214514E-2,1.702751592E-2
4.989205083E0,3.302428126E-2,-2.777954005E-2,-2.094478346E-3
5.009294083E0,4.251011088E-2,1.288024243E-2,3.063021041E-2
5.029382083E0,5.762715638E-2,5.117565393E-2,5.579669029E-3
5.049471083E0,1.361572742E-1,-1.785311662E-2,-1.835177280E-2
5.069560083E0,1.704193465E-2,1.807849258E-1,4.393961653E-2
5.089649083E0,-4.928189889E-2,-5.242535099E-2,1.473087538E-2
5.109738083E0,3.715053946E-2,2.198962122E-1,1.109620407E-1
5.129827083E0,1.153403819E-1,2.615500987E-1,1.472526640E-1
5.149915083E0,7.425310463E-2,1.719708294E-1,5.739150569E-2
5.170004083E0,1.159787551E-1,1.929836869E-1,5.740910769E-2
5.190093083E0,2.212996334E-1,3.922040761E-1,1.427545995E-1
5.210182083E0,1.649860591E-1,4.032228589E-1,3.543198705E-1
5.230271083E0,1.571442485E-1,3.606608808E-1,4.292441607E-1
5.250359083E0,2.065362334E-1,3.645618260E-1,3.496854305E-1
5.270448083E0,2.168423831E-1,3.770555258E-1,3.238527775E-1
5.290537083E0,4.967711400E-3,2.581184804E-1,2.946999669E-1
5.310626083E0,-3.106632233E-1,-1.368561536E-1,1.282222718E-1
5.330715083E0,-4.030896425E-1,-3.630571365E-1,1.012692079E-1
5.350803083E0,-1.093030125E-1,2.963489294E-2,2.709333599E-1
5.370892083E0,1.255671829E-1,4.273257405E-2,1.978924572E-1
5.390981083E0,-8.420735598E-3,-2.557273507E-1,-1.505281180E-1
5.411070083E0,5.098084733E-2,-2.202366441E-1,-2.300146818E-1
5.431159083E0,1.853423417E-1,2.658425272E-1,-3.950728476E-2
5.451248083E0,2.735813707E-2,1.194254011E-1,1.203023344E-1
5.471336083E0,-2.567494512E-1,-4.793520272E-1,-1.255662087E-2
5.491425083E0,-9.864517301E-2,-5.705140829E-1,-1.791416556E-1
5.511514083E0,1.902975291E-1,1.152667627E-1,-1.328742206E-1
5.531603083E0,1.471285373E-1,5.332582444E-2,-4.082582518E-2
5.551692083E0,6.188107654E-4,-3.117423132E-2,-4.862995818E-2
5.571781083E0,1.109203696E-2,-7.729718089E-2,-6.052547321E-2
5.591870083E0,-1.762574911E-2,3.144698218E-2,-1.396465302E-2
5.611958083E0,-2.255214602E-1,-1.848851442E-1,-2.449744344E-1
5.632047083E0,-1.239638701E-1,-1.218816042E-1,-4.263050556E-1
5.652136083E0,1.962345690E-1,1.713285297E-1,-2.853644192E-1
5.672225083E0,1.468792111E-1,-2.700312436E-2,-1.225749701E-1
5.692314083E0,4.160776734E-2,6.143363565E-2,-1.236780733E-2
5.712403083E0,-4.360774159E-2,-5.222849548E-2,-2.811716869E-2
5.732491083E0,-2.361141145E-2,-4.379852116E-2,-5.972011387E-2
5.752580083E0,-2.457158267E-1,-2.399099916E-1,-1.954318583E-1
5.772669083E0,-1.766317338E-1,-1.002170518E-1,-3.388950229E-1
5.792758083E0,-6.054753065E-2,-6.624169648E-2,-2.771245837E-1
5.812847167E0,-9.229677171E-2,-8.720244467E-2,-2.348120511E-1
5.832936167E0,-1.945622861E-1,-1.651789248E-1,-2.285389304E-1
5.853025167E0,2.510989606E-1,1.994493604E-1,-3.065356910E-1
5.873113167E0,1.297133863E-1,-8.480712771E-2,5.009113345E-3
5.893202167E0,-3.405274823E-2,-4.352942109E-3,8.840593509E-3
5.913291167E0,-7.342226058E-2,-4.167767614E-2,3.739926592E-2
5.933380167E0,-9.074137360E-2,-1.548102647E-1,1.573501900E-2
5.953469167E0,-1.091297790E-1,-2.649698853E-1,-4.736860842E-2
5.973558167E0,-2.935116366E-2,-1.904092878E-1,-1.488178223E-2
5.993647167E0,-2.460176311E-2,-1.078495979E-1,-3.718814999E-2
