"Time (s)","X (µT)","Y (µT)","Z (µT)"
4.859207917E0,3.119510651E1,-1.083231354E2,-8.889106750E1
4.879160916E0,3.132483673E1,-1.081759796E2,-9.030741882E1
4.899112917E0,3.188654327E1,-1.074277191E2,-9.164463806E1
4.919065916E0,1.418884277E1,-1.136712799E2,-9.339558411E1
4.939018916E0,-6.058868408E0,-1.212836761E2,-9.532911682E1
4.958970916E0,-1.518682861E1,-1.260642853E2,-9.830519104E1
4.978923916E0,-1.640525818E1,-1.270892181E2,-1.003133698E2
4.998876917E0,-6.329030228E1,-1.645114136E2,-3.043383789E1
5.018828916E0,-6.276295853E1,-1.643471375E2,-3.039746094E1
5.038781917E0,-6.156869888E1,-1.646587219E2,-2.956109619E1
5.058734917E0,-4.761300659E1,-1.642031250E2,-2.957019043E1
5.078686917E0,-4.756549835E1,-1.644458618E2,-2.944482422E1
5.098639917E0,-4.839325714E1,-1.644022217E2,-2.989373779E1
5.118591917E0,-4.876300049E1,-1.643288879E2,-3.024545288E1
5.138544917E0,-4.864004517E1,-1.646530457E2,-3.061013794E1
5.158497917E0,-4.877119446E1,-1.646734924E2,-3.077423096E1
5.178449917E0,-4.887434387E1,-1.644167175E2,-3.055197144E1
5.198402917E0,-4.894078827E1,-1.645738831E2,-3.056079102E1
5.218355916E0,-4.881110382E1,-1.647994385E2,-3.083355713E1
5.238307917E0,-4.881753540E1,-1.650600586E2,-3.119137573E1
5.258260916E0,-4.891825867E1,-1.652290649E2,-3.137170410E1
5.278213916E0,-4.903830719E1,-1.653212891E2,-3.160946655E1
5.298165916E0,-4.907360840E1,-1.655512695E2,-3.184481812E1
5.318118916E0,-4.889201355E1,-1.658522644E2,-3.259173584E1
5.338071917E0,-4.907581329E1,-1.661059570E2,-3.295297241E1
5.358023916E0,-4.894498444E1,-1.661309509E2,-3.293289185E1
5.377976917E0,-4.899279785E1,-1.662330627E2,-3.283630371E1
5.397929917E0,-4.907094574E1,-1.663406677E2,-3.283547974E1
5.417881917E0,-4.914791107E1,-1.665333862E2,-3.311770630E1
5.437834917E0,-4.912901306E1,-1.665719604E2,-3.309310913E1
5.457787917E0,-4.914363098E1,-1.667327576E2,-3.307138062E1
5.477739917E0,-4.555729675E1,-1.567250824E2,-3.629144287E1
5.497692917E0,-4.563985443E1,-1.567289581E2,-3.649618530E1
5.517644917E0,-4.546351624E1,-1.567097321E2,-3.646682739E1
5.537597917E0,-4.557266235E1,-1.568370514E2,-3.639096069E1
5.557550916E0,-4.542488098E1,-1.567215729E2,-3.628320312E1
5.577502917E0,-4.559392548E1,-1.567272797E2,-3.650585938E1
5.597455916E0,-4.556122589E1,-1.569710236E2,-3.645736694E1
5.617408916E0,-4.569567871E1,-1.570087738E2,-3.656289673E1
5.637360916E0,-4.569326019E1,-1.568845978E2,-3.659054565E1
5.657313916E0,-4.599224091E1,-1.568975983E2,-3.674114990E1
5.677266917E0,-4.636596680E1,-1.569194489E2,-3.706112671E1
5.697218916E0,-4.665331268E1,-1.571847687E2,-3.697232056E1
5.717171917E0,-4.668383026E1,-1.571165314E2,-3.698965454E1
5.737124917E0,-4.698718262E1,-1.568143463E2,-3.688226318E1
5.757076917E0,-4.790586853E1,-1.566895294E2,-3.640359497E1
5.777029791E0,-3.596488190E1,-1.506705780E2,-4.011041260E1
5.796982792E0,-3.669573212E1,-1.504477692E2,-3.988208008E1
5.816934791E0,-3.687294769E1,-1.503285980E2,-4.007757568E1
5.836887792E0,-3.738873291E1,-1.503012543E2,-3.986441040E1
5.856839791E0,-3.791614532E1,-1.501387177E2,-3.948571777E1
5.876792791E0,-3.806655121E1,-1.504452057E2,-3.938812256E1
5.896745792E0,-2.838444519E1,-1.477095337E2,-4.231066895E1
5.916697791E0,-2.865509033E1,-1.481066895E2,-4.250216675E1
5.936650792E0,-2.852055359E1,-1.483410645E2,-4.287542725E1
5.956603792E0,-2.850795746E1,-1.488087463E2,-4.256347656E1
5.976555792E0,-2.841898346E1,-1.489290466E2,-4.294818115E1
5.996508792E0,-2.853280640E1,-1.492347717E2,-4.281015015E1
6.016461791E0,-2.857759094E1,-1.495375061E2,-4.295669556E1
6.036413792E0,-2.862239838E1,-1.494629211E2,-4.298083496E1
6.056366791E0,-2.868402863E1,-1.492214355E2,-4.271676636E1
6.076319791E0,-2.888964844E1,-1.494405212E2,-4.303179932E1
6.096271791E0,-2.853444672E1,-1.497515869E2,-4.386236572E1
6.116224791E0,-1.403287506E1,-1.439167633E2,-4.249871826E1
6.136176792E0,-1.402332306E1,-1.438599091E2,-4.274740601E1
6.156129791E0,-1.424218750E1,-1.437921600E2,-4.257135010E1
6.176082792E0,-1.456421661E1,-1.437021332E2,-4.222250366E1
6.196034791E0,-1.487274170E1,-1.430677032E2,-4.152459717E1
6.215987791E0,-1.522984314E1,-1.429144440E2,-4.145291138E1
6.235940792E0,-1.535498810E1,-1.428742523E2,-4.143344116E1
6.255892791E0,-1.557694244E1,-1.428610382E2,-4.153070068E1
6.275845792E0,-1.585458374E1,-1.427926483E2,-4.171636963E1
6.295798792E0,-1.605483246E1,-1.427058258E2,-4.178280640E1
6.315750792E0,-1.591119385E1,-1.427436371E2,-4.162710571E1
6.335703792E0,-1.500457764E1,-1.428009491E2,-4.185076904E1
6.355655792E0,-1.468859100E1,-1.430629425E2,-4.253588867E1
6.375608792E0,-1.387124634E1,-1.434893036E2,-4.336041260E1
6.395561791E0,-1.390441132E1,-1.431725616E2,-4.367080688E1
6.415513792E0,-1.458922577E1,-1.422081146E2,-4.344534302E1
6.435466792E0,-1.307958984E1,-1.345458069E2,-4.443225098E1
6.455419791E0,-1.262384796E1,-1.352772217E2,-4.594448853E1
6.475371792E0,-1.284488678E1,-1.359001770E2,-4.774554443E1
6.495324791E0,-1.339470673E1,-1.360462036E2,-4.867041016E1
6.515277791E0,-1.485980225E1,-1.351423645E2,-5.002450562E1
6.535229791E0,-1.684806824E1,-1.344057007E2,-5.263476562E1
6.555182791E0,-1.876953888E1,-1.357405396E2,-5.597271729E1
6.575134791E0,-1.954801178E1,-1.368173828E2,-5.835443115E1
6.595087791E0,-2.040424347E1,-1.374064941E2,-6.018667603E1
6.615040792E0,-2.088202667E1,-1.374320068E2,-6.032772827E1
6.634992791E0,-2.107300568E1,-1.373457947E2,-6.042904663E1
6.654945792E0,-2.086096954E1,-1.370873413E2,-6.048571777E1
6.674898792E0,-2.030878448E1,-1.374277039E2,-6.040747070E1
6.694850792E0,-2.002951813E1,-1.377008057E2,-5.988677979E1
6.714803792E0,-1.964754486E1,-1.374746704E2,-5.965765381E1
6.734756791E0,-1.964407349E1,-1.374341431E2,-5.898171997E1
6.754708792E0,-1.962588501E1,-1.374859314E2,-5.881362915E1
6.774661583E0,-1.978108978E1,-1.377174072E2,-5.904464722E1
6.794613583E0,-1.963745880E1,-1.376074524E2,-5.869018555E1
6.814566583E0,-1.958166504E1,-1.377463684E2,-5.866278076E1
6.834519583E0,-1.954731750E1,-1.373926392E2,-5.847387695E1
6.854471583E0,-1.856494141E1,-1.476443634E2,-5.643072510E1
6.874424583E0,-1.844467926E1,-1.477901154E2,-5.628707886E1
6.894377583E0,-1.828672028E1,-1.477162018E2,-5.586853027E1
6.914329583E0,-1.783271027E1,-1.475993805E2,-5.530493164E1
6.934282583E0,-1.750740051E1,-1.471115570E2,-5.455169678E1
6.954234583E0,-1.725577545E1,-1.462566071E2,-5.352462769E1
6.974187583E0,-1.699182892E1,-1.458462372E2,-5.281799316E1
6.994140583E0,-1.695840454E1,-1.455024872E2,-5.220104980E1
7.014092583E0,-1.685873413E1,-1.450566559E2,-5.173056030E1
7.034045583E0,-1.664756775E1,-1.446133575E2,-5.159832764E1
7.053998583E0,-1.623825073E1,-1.443093414E2,-5.125515747E1
7.073950583E0,-1.621129608E1,-1.444152679E2,-5.127542114E1
7.093903583E0,-1.671955109E1,-1.452035370E2,-5.153176880E1
7.113855583E0,-1.725409698E1,-1.461782379E2,-5.239425659E1
7.133808583E0,-1.775105286E1,-1.471026459E2,-5.332064819E1
7.153761583E0,-1.836117554E1,-1.475974274E2,-5.429675293E1
7.173713583E0,-1.899870300E1,-1.481588593E2,-5.500079346E1
7.193666583E0,-1.958493805E1,-1.484809418E2,-5.569778442E1
7.213619583E0,-2.033786011E1,-1.485720062E2,-5.614126587E1
7.233571583E0,-2.074231720E1,-1.486097260E2,-5.643283081E1
7.253524583E0,-2.110465240E1,-1.487904510E2,-5.668255615E1
7.273476583E0,-2.148061371E1,-1.488163300E2,-5.734500122E1
7.293429583E0,-2.174719238E1,-1.489759369E2,-5.798129272E1
7.313382583E0,-2.221987915E1,-1.494106293E2,-5.810708618E1
7.333334583E0,-2.234884644E1,-1.493200531E2,-5.845101929E1
7.353287583E0,-2.253501892E1,-1.493913727E2,-5.841809082E1
7.373240583E0,-2.261106873E1,-1.492310333E2,-5.865042114E1
7.393192583E0,-2.280900574E1,-1.493246613E2,-5.875189209E1
7.413145583E0,-2.271630859E1,-1.492110748E2,-5.871676636E1
7.433098583E0,-2.256303406E1,-1.488816986E2,-5.855120850E1
7.453050583E0,-2.290681458E1,-1.487448883E2,-5.836160278E1
7.473003583E0,-2.275959778E1,-1.486350555E2,-5.830764771E1
7.492955583E0,-2.285055542E1,-1.483358002E2,-5.806649780E1
7.512908583E0,-2.299496460E1,-1.480192719E2,-5.753189087E1
7.532861583E0,-2.285609436E1,-1.477182770E2,-5.724752808E1
7.552813583E0,-2.278494263E1,-1.474182587E2,-5.741400146E1
7.572766583E0,-2.297174072E1,-1.469718781E2,-5.681857300E1
7.592719583E0,-2.297840881E1,-1.466254120E2,-5.669650269E1
7.612671583E0,-2.293212891E1,-1.460448761E2,-5.680389404E1
7.632624583E0,-2.166750336E1,-1.398629761E2,-5.214093018E1
7.652576583E0,-2.185329437E1,-1.388657532E2,-5.070642090E1
7.672529583E0,-2.190117645E1,-1.381737671E2,-5.009652710E1
7.692482583E0,-2.193910980E1,-1.372522888E2,-4.888333130E1
7.712434583E0,-2.204444122E1,-1.366458130E2,-4.819519043E1
7.732387583E0,-2.204401398E1,-1.357983704E2,-4.706466675E1
7.752339583E0,-2.190860748E1,-1.351213684E2,-4.615820312E1
7.772292292E0,-2.161647797E1,-1.343129883E2,-4.488912964E1
7.792245292E0,-2.191297150E1,-1.335809021E2,-4.366107178E1
7.812197292E0,-2.205881500E1,-1.323366699E2,-4.240982056E1
7.832150292E0,-2.217122650E1,-1.314300842E2,-4.103414917E1
7.852103292E0,-2.236914825E1,-1.308529053E2,-4.089300537E1
7.872055292E0,-2.275609589E1,-1.304025879E2,-3.978781128E1
7.892008292E0,-2.271973419E1,-1.295400696E2,-3.860845947E1
7.911960292E0,-2.316042328E1,-1.287478638E2,-3.749008179E1
7.931913292E0,-2.349349213E1,-1.285167542E2,-3.718438721E1
7.951866291E0,-2.363846588E1,-1.286873779E2,-3.725149536E1
7.971818292E0,-2.379253387E1,-1.285726929E2,-3.672863770E1
