"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.599822458E0,4.677905142E-2,-6.993051618E-2,1.517384350E-1
4.619775458E0,9.763754904E-2,1.111741886E-1,-1.420915127E-2
4.639728458E0,-2.960930765E-2,4.156072065E-2,-6.698942184E-2
4.659680458E0,8.946273476E-2,-1.337666065E-1,-6.788563728E-2
4.679633458E0,1.485871971E-1,-2.662361562E-1,-5.618649721E-2
4.699586458E0,4.675090313E-2,-2.942491770E-1,-9.932765737E-3
4.719538458E0,5.223201588E-3,-2.344897389E-1,2.666664496E-2
4.739491458E0,9.448668920E-3,-1.366575658E-1,6.613761932E-2
4.759444917E0,2.471951954E-2,-4.231296852E-2,5.338646099E-2
4.779396917E0,2.450209111E-2,2.741937153E-2,4.574632645E-2
4.799349917E0,1.256679092E-2,1.609263271E-1,5.963896960E-2
4.819302917E0,-4.995169491E-2,2.220509499E-1,8.800944686E-2
4.839254917E0,-7.063573599E-2,2.976254225E-1,1.157050207E-1
4.859207917E0,-2.693931945E-2,2.679076791E-1,1.211919114E-1
4.879160916E0,1.952977851E-2,1.437725425E-1,1.260760128E-1
4.899112917E0,2.466517314E-2,1.845779866E-1,1.299695820E-1
4.919065916E0,4.521659389E-2,1.846551597E-1,1.074965112E-3
4.939018916E0,-1.120945252E-2,2.532677948E-1,6.025954336E-2
4.958970916E0,-2.123060450E-2,5.239564776E-1,-4.309995100E-2
4.978923916E0,2.859863453E-4,4.219687879E-1,-9.783421457E-2
4.998876917E0,-5.248081405E-3,5.124550462E-1,-1.776737124E-1
5.018828916E0,-3.629325330E-2,7.440740466E-1,-1.973931044E-1
5.038781917E0,-5.017542094E-2,5.428063273E-1,9.935362265E-3
5.058734917E0,1.459720545E-2,-1.890993118E-1,5.559611320E-2
5.078686917E0,2.351002581E-2,-2.066213191E-1,-8.826752007E-2
5.098639917E0,-1.054035313E-2,-1.340656281E-1,-1.744202375E-1
5.118591917E0,1.600320078E-2,-6.305838376E-2,-1.358882785E-1
