"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
5.615397490E0,3.839724232E-4,1.239183708E-3,-7.400196046E-3
5.635394365E0,-3.944444004E-3,1.082104165E-3,-7.679448463E-3
5.655394365E0,-4.258603323E-3,3.508111695E-3,-4.084070213E-3
5.675394365E0,-1.274090377E-3,2.391101094E-3,-2.809980186E-3
5.695395927E0,-4.712388909E-4,2.827433404E-3,-2.338741207E-3
5.715395927E0,-6.457717973E-4,2.792526735E-3,-1.500983140E-3
5.735394365E0,-3.141592606E-4,-1.588249579E-3,2.356194425E-3
5.755394365E0,1.448623254E-3,-2.059488557E-3,9.075712413E-3
5.775395927E0,-3.385938704E-3,7.155850180E-4,1.354375482E-2
5.795394365E0,-8.429939859E-3,-1.553343027E-3,1.068141498E-2
5.815395927E0,-1.350884791E-2,-3.420845373E-3,1.134464052E-3
5.835395927E0,-2.949606394E-3,-9.005898610E-3,-1.021017600E-2
5.855394365E0,5.183627829E-3,-6.021386012E-3,-1.740093343E-2
5.875394365E0,4.991641734E-3,-5.061454605E-3,-1.898918301E-2
5.895394365E0,-2.967059845E-4,-3.682644805E-3,-1.404990070E-2
5.915397490E0,-9.250245057E-4,-2.757620299E-3,-1.117010717E-3
5.935394365E0,-1.658062800E-3,-2.792526735E-3,9.948376566E-3
5.955395927E0,-2.443460980E-4,-1.797689125E-3,1.677261479E-2
5.975395927E0,7.679448463E-4,-1.413716702E-3,1.994911395E-2
5.995394365E0,4.014257283E-4,1.902408898E-3,1.895427518E-2
6.015395927E0,-4.502949305E-3,2.111848444E-3,1.406735368E-2
6.035394365E0,-8.342674002E-3,2.286381321E-3,1.553343027E-3
6.055395927E0,-8.377579972E-3,-2.059488557E-3,-1.130973361E-2
6.075394365E0,-5.393067375E-3,-6.510077976E-3,-2.474876866E-2
6.095394365E0,-2.164208330E-3,-5.777040031E-3,-3.152064607E-2
6.115397490E0,1.047197584E-4,-7.103490178E-3,-2.349213138E-2
6.135394365E0,-5.777040031E-3,-1.099557430E-2,-1.640609466E-3
6.155394365E0,-1.082104165E-2,-5.637413356E-3,1.539380383E-2
6.175394365E0,-1.450368576E-2,-5.602506921E-3,1.839577034E-2
6.195395927E0,-1.584758982E-2,-6.632251199E-3,8.604473434E-3
6.215395927E0,-5.899212789E-3,-4.223696887E-3,-5.270894151E-3
6.235394365E0,3.281218931E-3,-9.250245057E-3,-1.356120780E-2
6.255394365E0,6.579891313E-3,-1.335176919E-2,-9.005898610E-3
6.275395927E0,1.989675453E-3,-8.150687441E-3,-1.308996929E-3
6.295394365E0,-4.223696887E-3,-1.047197584E-4,3.874630900E-3
6.315395927E0,-1.192059834E-2,4.537856206E-3,5.427973811E-3
6.335395927E0,-9.197885171E-3,5.131267942E-3,2.234021435E-3
6.355394365E0,-3.455751808E-3,2.356194425E-3,-3.351032268E-3
6.375394365E0,1.745329246E-5,-4.118977115E-3,-5.811946467E-3
6.395394365E0,-1.570796361E-3,-8.220500313E-3,-7.295476273E-3
6.415397490E0,-5.916666240E-3,-9.913469665E-3,-4.694935866E-3
6.435394365E0,-1.043706853E-2,-1.034980267E-2,9.424777818E-4
6.455394365E0,-1.064650808E-2,-1.052433532E-2,4.607669078E-3
6.475397490E0,-1.068141498E-2,-6.352998316E-3,2.426007763E-3
6.495394365E0,-1.520181727E-2,-6.754423957E-3,2.268928074E-4
6.515395927E0,-1.483529899E-2,-4.904375412E-3,1.169370604E-3
6.535394365E0,-9.564404376E-3,-2.635447076E-3,3.211405827E-3
6.555395927E0,-6.579891313E-3,9.599310579E-4,3.909537569E-3
6.575394365E0,-6.702064537E-3,-9.599310579E-4,-2.495820867E-3
6.595394365E0,-5.811946467E-3,-9.250245057E-4,-9.756390937E-3
6.615397490E0,-3.228859045E-3,-1.553343027E-3,-1.026253588E-2
6.635395927E0,-2.356194425E-3,2.443460980E-4,-6.981316954E-3
6.655394365E0,-4.991641734E-3,3.682644805E-3,1.815142459E-3
6.675394365E0,-2.705260413E-3,7.801621687E-3,1.389282104E-2
6.695395927E0,-4.694935866E-3,5.427973811E-3,1.918116771E-2
6.715395927E0,-5.567600485E-3,8.203047328E-4,1.642354764E-2
6.735394365E0,-5.969026126E-3,-5.934119690E-4,4.817108624E-3
6.755394365E0,-5.707226694E-3,-1.745329238E-3,-6.003932562E-3
6.775395927E0,-7.365289610E-3,2.234021435E-3,-1.439896598E-2
6.795394365E0,-8.011061698E-3,2.321287990E-3,-1.820378378E-2
6.815395927E0,-7.173303049E-3,2.356194425E-3,-1.209513191E-2
6.835395927E0,-4.799655639E-3,3.560471581E-3,-1.745329238E-3
6.855394365E0,-1.710422686E-3,4.450589418E-3,1.033234876E-2
6.875394365E0,6.108652451E-4,-4.712388909E-4,1.780235767E-2
6.895394365E0,-6.981316983E-5,-4.886921961E-4,1.439896598E-2
6.915397490E0,1.745329209E-4,2.181661548E-3,4.258603323E-3
6.935394365E0,-9.075712296E-4,1.064650831E-3,-4.607669078E-3
6.955395927E0,-2.583087189E-3,5.235987483E-4,-9.965829551E-3
6.975395927E0,-1.466076588E-3,0.000000000E0,-8.115780540E-3
6.995394365E0,-7.679448463E-4,-3.316125658E-4,-4.118977115E-3
7.015395927E0,-6.457717973E-4,1.727875904E-3,-2.268928074E-4
7.035394365E0,-1.361356815E-3,2.338741207E-3,4.834562074E-3
7.055395927E0,-9.773843922E-4,7.853981806E-4,4.956734832E-3
7.075395927E0,3.665191471E-4,-1.221730490E-3,4.293509759E-3
7.095394365E0,1.937315450E-3,-8.901178953E-4,9.773843922E-4
7.115397490E0,2.321287990E-3,3.246312495E-3,1.396263367E-3
7.135395927E0,1.361356815E-3,6.632251199E-3,4.712388909E-4
7.155394365E0,1.169370604E-3,5.811946467E-3,1.570796361E-3
7.175394365E0,4.171337001E-3,4.468042869E-3,5.131267942E-3
7.195395927E0,3.822271014E-3,4.747295752E-3,6.318091881E-3
7.215395927E0,2.094395168E-4,2.530727303E-3,1.466076588E-3
7.235394365E0,-1.745329238E-3,-6.108652451E-4,-1.169370604E-3
7.255394365E0,-4.363323096E-4,-4.363323096E-3,-3.647738136E-3
7.275395927E0,1.815142459E-3,-2.443460980E-3,-4.590216093E-3
7.295394365E0,1.518436475E-3,1.169370604E-3,-3.665191354E-3
7.315395927E0,9.773843922E-4,-2.443460980E-4,-1.082104165E-3
7.335395927E0,1.047197497E-3,-1.448623254E-3,3.630284918E-3
7.355394365E0,-1.047197584E-4,-1.500983140E-3,9.634217247E-3
7.375394365E0,9.599310579E-4,-8.726646192E-4,8.237954229E-3
7.395394365E0,2.181661548E-3,2.443460980E-3,5.427973811E-3
7.415397490E0,3.403391922E-3,4.223696887E-3,-9.773843922E-4
7.435394365E0,1.256637042E-3,5.044001620E-3,-9.512044489E-3
7.455395927E0,-7.155850180E-4,3.124139272E-3,-1.171115879E-2
7.475395927E0,-1.378810150E-3,2.617993858E-3,-6.405358203E-3
